rank	no	word	ph	pos	def	freq	years	yearList	topForms
2467		generate	'dʒenәreit	vt.	产生；引起	5	2	2020/2022	generate:4 generated:1
2468		gentleman	ˈdʒent(ə)lmən	n.	绅士，先生；有身份、有教养的人	5	1	2010	gentleman:5
2469		Germany	ˈdʒɜːmənɪ	n.	* n. 德国	5	2	2010/2011	germany:5
2470		giant	'dʒaiәnt	n./adj.	巨人；伟人；[动] 巨大的动物； 巨大的；巨人般的	5	0		giants:5
2471		glance	glæns /glɑːns	vi.	匆匆一看；一瞥	5	2	2021/2022	glance:3 glances:2
2472		go ahead			前进；（用于祈使句）可以；往下说	5	0		go ahead:5
2473		graduation	ɡrædjʊˈeɪʃ(ə)n	n.	毕业，毕业典礼	5	2	2014/2017	graduation:5
2474		granddaughter	ˈɡrændɔːtə(r)	n.	（外）孙女	5	3	2016/2019/2022	granddaughter:3 granddaughters:2
2475		grasp	ɡrɑːsp; (US) ɡræsp	v.	抓住；紧握	5	2	2013/2018	grasp:3 grasped:2
2476		grateful	ˈɡreɪtfʊl	adj.	感激的，感谢的	5	3	2008/2019/2021	grateful:5
2477		Greece	ɡriːs	n.	* n. 希腊	5	3	2011/2015/2021	greece:5
2478		greet	ɡriːt	vt.	问候；向……致敬	5	3	2013/2019/2022	greeted:3 greets:2
2479		guidance	ˈɡaɪdəns	n.	引导，指导	5	2	2013/2014	guidance:5
2480		guideline	'gaidlain	n.	指导方针；参考	5	3	2010/2014/2020	guidelines:5
2481		happily	ˈhæpɪlɪ	adv.	幸福地，快乐地	5	3	2011/2018/2021	happily:5
2482		hunger	ˈhʌŋɡə(r)	n.	饥饿	5	3	2011/2016/2017	hunger:5
2483		imply	im'plai	vt.	意味着；暗示	5	2	2010/2016	implies:3 implied:2
2484		industrial	in'dʌstriәl	adj.	工业的；产业的	5	1	2014	industrial:5
2485		insight	'insait	n.	洞察力；眼光	5	1	2017	insights:3 insight:2
2486		inspection	in'spekʃәn	n.	检查；查看；视察	5	2	2008/2022	inspection:5
2487		iron	ˈaɪən; (US) ˈaɪərn	n. vt.	铁，熨斗 vt. 熨烫	5	4	2010/2012/2018/2020	iron:5
2488		jacket	ˈdʒækɪt	n.	短上衣，夹克衫	5	2	2009/2012	jacket:5
2489		juicy	dʒuːsɪ	adj.	多汁的；水分多的	5	2	2014/2015	juicy:4 juicier:1
2490		literature	ˈlɪtərətʃə(r); (US) ˈlɪtrətʃʊər	n.	文学	5	3	2011/2013/2014	literature:5
2491		lose weight			体重减轻；减肥	5	0		lose weight:5
2492		male	meɪl	adj.	男（性）的；雄的；man (复men	5	2	2011/2018	male:4 males:1
2493		mess	mes	n.	凌乱	5	2	2021/2022	mess:5
2494		mineral	ˈmɪnər(ə)l	n.	矿物质，矿物	5	2	2014/2018	minerals:5
2495		ministry	ˈmɪnɪstrɪ	n.	（政府的）部	5	3	2016/2018/2020	ministry:5
2496		more like			更接近；相像的；差不多接近	5	0		more like:5
2497		neighbour	ˈneɪbə(r)	n.	邻居，邻人【英】	5	3	2012/2016/2017	neighbours:4 neighbouring:1
2498		no matter where			无论哪里；无论何处；无论何地	5	0		no matter where:5
2499		officer	ˈɔfɪsə(r); (US) ˈɔːfɪsər	n.	军官;公务员,官员；警察，警官	5	3	2008/2016/2019	officer:4 officers:1
2500		on board			na. 在船上；〔美国〕在车上；〈口〉【棒】出垒	5	0		on board:5
2501		outdoors	aʊtˈdɔːz	adv.	在户外, 在野外	5	3	2008/2016/2018	outdoors:5
2502		outstanding	aʊtˈstændɪŋ	adj.	优秀的，杰出的；outward(s	5	2	2014/2016	outstanding:5
2503		overall	'әuvәrɒ:l	adv./adj.	总体上；大致上； 全面的；综合的	5	1	2010	overall:5
2504		overweight	əʊvəˈweɪt	adj.	太胖的,超重的	5	3	2017/2018/2020	overweight:5
2505		pace	peɪs	n.	步子；节奏	5	3	2008/2011/2020	pace:5
2506		panda	ˈpændə	n.	熊猫	5	1	2016	pandas:4 panda:1
2507		part-time	ˌpɑːtˈtaɪm	adj. adv.	兼职的；部分时间的（地）	5	0		part-time:5
2508		pillow	pɪl	n.	枕头	5	2	2013/2018	pillows:4 pillow:1
2509		pity	ˈpɪtɪ	n.	怜悯，同情	5	2	2009/2018	pity:5
2510		playground	ˈpleɪgraʊnd	n.	操场，运动场	5	1	2019	playground:5
2511		polar	'pәulә	adj.	（近）极地的；南极（或北极）的 磁极的	5	1	2019	polar:5
2512		possess	pəˈzɪʃ(ə)n	vt.	占有；拥有	5	3	2010/2016/2022	possess:3 possessed:2
2513		potentially	pә'tenʃәli	adv.	潜在地；可能地	5	2	2016/2017	potentially:5
2514		printer	ˈprɪntə(r)	n.	打印机	5	1	2019	printers:3 printer:2
2515		profit	ˈprɔfɪt	n.	利润，收益；programme (美program	5	3	2013/2016/2022	profit:3 profits:2
2516		quantity	ˈkwɔntətɪ	n.	量，数	5	3	2010/2015/2019	quantity:3 quantities:2
2517		quit	kwɪt	v.	离任，离校，戒掉	5	3	2013/2014/2015	quit:5
2518		reasonable	ˈriːzənəb(ə)l	adj.	合乎情理的	5	2	2016/2018	reasonable:5
2519		rebuild	riːˈbɪld	vt.	重建	5	3	2011/2016/2018	rebuild:4 rebuilding:1
2520		region	'ri:dʒәn	n.	地区；范围；部位	5	2	2010/2020	region:3 regions:2
2521		reject	rɪˈdʒekt	v.	拒绝	5	2	2016/2021	rejected:5
2522		Scottish	ˈskɔtɪʃ	adj. n.	苏格兰（人）的 n. 苏格兰人	5	3	2010/2013/2022	scottish:5
2523		sentence	ˈsent(ə)ns	n.	句子	5	4	2008/2009/2010/2016	sentences:4 sentence:1
2524		set aside			将……放在一边；为……节省或保留（钱或时间）	5	0		set aside:5
2525		settlement	ˈsetəlmənt	n.	新拓居地；（美）部落，村落	5	3	2008/2019/2022	settlement:3 settlements:2
2526		sharpen	ˈʃɑːpən	v.	（使）变锐利，削尖	5	3	2011/2013/2019	sharpen:4 sharpening:1
2527		shore	ʃɔː(r)	n.	滨，岸	5	3	2016/2018/2019	shore:5
2528		shy	ʃaɪ	adj.	害羞的	5	3	2010/2016/2018	shy:5
2529		skillfully	ˈskilfuli	adv.	精湛地,巧妙地	5	2	2010/2019	skillfully:5
2530		soil	sɔɪl	n.	土壤，土地	5	4	2008/2014/2016/2018	soil:5
2531		sorrow	ˈsɔrəʊ	n.	悲伤，悲痛	5	3	2013/2014/2018	sorrow:5
2532		southeast	‚saʊθˈɪːs	n.	东南	5	3	2010/2018/2020	southeast:5
2533		spell	spiːd	vt.	拼写	5	2	2009/2016	spell:5
2534		sponsor	ˈspɔnsə(r)	n.	赞助者，赞助商	5	3	2010/2017/2020	sponsor:4 sponsors:1
2535		structure	'strʌktʃә	n./vt.	结构；体系； 系统安排；精心组织	5	2	2010/2012	structure:3 structures:2
2536		superb	suːˈpɜːb	adj.	卓越的,质量极高的	5	2	2020/2022	superb:5
2537		suppose	səˈpəʊz	vt.	猜想,假定,料想	5	2	2010/2018	supposed:3 supposing:1 suppose:1
2538		sustain	sә'stein	vt.	维持；遭受；承受住	5	2	2010/2022	sustain:5
2539		sweep	swiːp	v.	扫除，清扫	5	3	2008/2017/2022	sweep:3 sweeping:2
2540		teenage	'ti:nidʒ	n./adj.	青少年时期； 青少年的；十几岁的	5	3	2014/2016/2019	teenage:5
2541		the Rocky Mountains			落基山脉	5	0		the rocky mountains:5
2542		thick	θɪk	adj.	厚的；thief (复thieves	5	3	2015/2018/2019	thick:5
2543		Toronto	tә'rɔntәu	n.	多伦多（加拿大城市）	5	2	2016/2017	toronto:5
2544		uncle	ˈʌŋk(ə)l	n.	叔,伯,舅,姑夫,姨父	5	2	2010/2016	uncle:5
2545		unfold	ʌnˈfəʊld	vt.	展开，打开	5	1	2019	unfolds:2 unfolded:2 unfold:1
2546		vast	vɑːst; (US) væst	adj.	巨大的，广阔的	5	2	2018/2020	vast:5
2547		version	ˈvɜːʃ(ə)n; (US) ˈvərʒn	n.	变体，变种，改写本	5	1	2020	version:4 versions:1
2548		wash	wɒʃ	n. v.	洗(涤)冲洗,洗剂,泼溅,洗的衣服 v.洗(涤),冲洗,流过,弄湿	5	2	2008/2020	washing:3 washed:1 washer:1
2549		wealth	welθ	n.	财产，财富	5	3	2011/2014/2020	wealth:5
2550		web	web	n.	网，网状物	5	3	2011/2013/2016	web:5
2551		abroad	əˈbrɔːd	adv.	到（在）国外	4	1	2016	abroad:4
2552		absence	ˈæbsəns	n.	不在，缺席	4	2	2017/2018	absence:4
2553		accountant	əˈkaʊnt(ə)nt	n.	会计，会计师	4	1	2011	accountants:4
2554		accumulate	əˈkjuːmjʊleɪt	v.	积累，积聚	4	2	2014/2018	accumulated:3 accumulating:1
2555		accuracy	ˈækjʊrəsɪ	n.	准确，精确	4	2	2015/2019	accuracy:4
2556		accurate	'ækjurәt	adj.	正确的, 精确的	4	2	2008/2016	accurate:4
2557		adjust	əˈdʒʌst	v.	调整,调节,适应,习惯	4	1	2019	adjust:4
2558		administration	ədmɪnɪˈstreɪʃ(ə)n	n.	管理,行政部门	4	2	2011/2017	administration:4
2559		affection	əˈfekʃ(ə)n	n.	喜爱，钟爱	4	2	2017/2020	affection:4
2560		alcohol	ˈælkəhɔl	n.	含酒精饮料，酒	4	1	2013	alcohol:4
2561		alcoholic	ælkəˈhɔlɪk	adj. n.	/ n. 含酒精的，酒鬼	4	1	2022	alcoholic:4
2562		amuse	əˈmjuːz	vt.	（使人）快乐，逗乐	4	2	2016/2022	amused:4
2563		Amy	'eimi	n.	艾米（女名）	4	2	2017/2019	amy:4
2564		Antarctic	ænˈtɑːktɪk	adj.	南极的	4	1	2016	antarctic:4
2565		anti-	'ænti		[前缀]反；抗；阻	4	0		anti:4
2566		antique	ænˈtiːk	n.	古董	4	2	2010/2020	antiques:4
2567		apologize	əˈpɔlədʒaɪz	vi.	道歉，谢罪	4	2	2020/2021	apologized:2 apologize:2
2568		apology	əˈpɔlədʒɪ	n.	道歉；歉意	4	2	2016/2021	apology:4
2569		apparent	əˈpærənt	adj.	显而易见	4	1	2015	apparent:4
2570		appeal to			有吸引力；有感染力；呼吁；上诉；打动	4	0		appeal to:4
2571		approve	əˈpruːv	v.	赞成,同意,批准,通过	4	2	2018/2020	approved:2 approving:2
2572		argument	ˈɑːɡjʊmənt	n.	争论，辩论；arise (arose, arisen	4	2	2010/2011	argument:2 arguments:2
2573		arithmetic	əˈrɪθmətɪk	n.	算术	4	1	2010	arithmetic:4
2574		at risk			处境危险；遭受危险	4	0		at risk:4
2575		authentic	ɜːˈθentɪk	adj.	真正的，真品的	4	1	2017	authentic:4
2576		automatic	ɔːtəˈmætɪk	adj.	自动的，机械的	4	1	2009	automatic:4
2577		bamboo	bæmˈbuː	n.	竹	4	2	2016/2020	bamboo:4
2578		ban	bæn	n. v.	禁令 v. 禁止；取缔	4	1	2021	ban:2 banned:2
2579		bet	bet	n./vt./vi.	打赌，赌注；被打赌的事物； 打赌；敢断定，确信； 打赌	4	1	2013	bet:4
2580		biography	baɪˈɔɡrəfɪ	n.	传记	4	2	2019/2021	biography:4
2581		bleed	bliːd	vi.	出血，流血	4	1	2016	bleeds:4
2582		bone	bəʊn	n.	骨头，骨质（复数bones骨骼；骨骸	4	3	2009/2013/2016	bone:3 bones:1
2583		brick	brɪk	n.	砖；砖块	4	1	2018	bricks:4
2584		bush	bʊʃ	n.	灌木丛，矮树丛	4	2	2010/2011	bushes:2 bush:2
2585		businesswoman	ˈbɪznɪswʊmæn	n.	商人（女）；女企业家	4	2	2013/2020	businesswoman:4
2586		button	ˈbʌt(ə)n	n. v.	纽扣；（电铃等的）按钮 v. 扣（纽扣） ；buy (bought,bought	4	1	2012	buttons:2 button:2
2587		captain	ˈkæptɪn	n.	（海军）上校；船长，舰长；队长	4	1	2016	captain:4
2588		Caroline	'kærәlaiŋ		卡罗琳	4	1	2016	caroline:4
2589		casual	ˈkæʒʊəl	adj.	漫不经心的，不经意的，非正式的	4	2	2018/2020	casual:4
2590		category	ˈkætɪɡərɪ	n.	类别，种类	4	2	2019/2021	categories:2 category:2
2591		cent	sent	n.	美分（100 cents = 1 dollar	4	1	2019	cents:4
2592		certificate	səˈtɪfɪkət	n.	证明，证明书	4	1	2010	certificate:4
2593		char	tʃɑ:	v.	烧焦	4	1	2013	charing:4
2594		cherry blossom			樱花	4	0		cherry blossom:4
2595		Chicago	ʃi'kɑ:gәu	n.	芝加哥（美国城市名）	4	2	2016/2020	chicago:4
2596		clone	kləʊn	n.	克隆（无性繁殖出来的有机体群	4	1	2013	clone:3 clones:1
2597		cocoa	ˈkəʊkəʊ	n.	可可粉	4	1	2013	cocoa:4
2598		coke	kəʊk	n.	可口可乐	4	2	2017/2022	coke:4
2599		come across			（偶然）遇见；碰见	4	0		come across:4
2600		compensate	ˈkɔmpenseɪt	v.	补偿，弥补	4	2	2017/2022	compensating:2 compensate:2
2601		conservation	kɔnsəˈveɪʃ(ə)n	n.	保存；（自然资源的）保护，管理	4	3	2010/2011/2021	conservation:4
2602		conservative	kənˈsɜːvətɪv	adj. n.	保守的，守旧的；保守主义的；谨慎的 n.保守的人，保守主义	4	2	2020/2021	conservative:4
2603		consideration	kənsɪdəˈreɪʃ(ə)n	n.	考虑；关心	4	2	2016/2020	consideration:4
2604		consist	kənˈsɪst	v.	包含，组成，构成	4	1	2019	consisting:3 consists:1
2605		consult	kənˈsʌlt	v.	咨询，商量	4	2	2020/2021	consult:2 consulted:2
2606		continent	ˈkɔntɪnənt	n.	大陆，大洲；陆地	4	3	2016/2020/2022	continent:2 continents:2
2607		contract	'kɒntrækt	n./vt./vi.	合同；婚约； 感染；订约；使缩短； 收缩；感染；订约	4	1	2016	contract:2 contracts:2
2608		convince	kənˈvɪns	v.	使确信，使信服	4	2	2016/2020	convince:3 convinced:1
2609		cookie	ˈkʊkɪ	n.	小甜饼	4	2	2018/2021	cookies:4
2610		cooperation	kәu.ɒpә'reiʃәn	n.	合作；协作	4	2	2016/2022	cooperation:4
2611		core	kɒ:	n.	核心；精髓；（水果的）核儿	4	2	2016/2017	core:4
2612		cottage	ˈkɔtɪdʒ	n.	(郊外)小屋,村舍,别墅	4	1	2020	cottage:4
2613		courage	ˈkʌrɪdʒ	n.	勇气； 胆略	4	2	2014/2021	courage:4
2614		critic	'kritik	n.	评论家；批评者	4	1	2010	critic:4
2615		current	'kʌrәnt	n./adj.	（水，气，电）流；趋势；涌流； 现在的；流通的，通用的；最近的；草写的	4	2	2010/2016	current:4
2616		cushion	ˈkʊʃ(ə)n	n.	垫子	4	2	2011/2018	cushions:2 cushion:2
2617		custom	ˈkʌstəm	n.	习惯，习俗，风俗习惯	4	2	2013/2015	custom:4
2618		customs	ˈkʌstəm	n.	海关，关税；cut (cut, cut	4	2	2009/2020	customs:4
2619		Cyclops	'saiklɔps		塞克罗伯斯（希腊神话独眼巨人）	4	1	2016	cyclops:4
2620		deadline	ˈdedlaɪn	n.	最后期限，截止日期	4	1	2019	deadlines:2 deadline:2
2621		decide on			决定；选定）	4	0		decide on:4
2622		decoration	dekəˈreɪʃ(ə)n	n.	装饰，修饰	4	2	2018/2020	decorations:3 decoration:1
2623		depend on			依靠；依赖	4	0		depend on:4
2624		deposit	dɪˈpɔzɪt	v. n.	/ n. 订金，押金，放下，放置，储存	4	1	2017	deposit:2 deposits:2
2625		detail	'di:teil	n.	细节；详情	4	1	2010	detail:2 details:2
2626		devoted	di'vәutid	adj.	深爱的；忠实的	4	2	2011/2015	devoted:4
2627		disagreement	dɪsəˈɡriːmənt	n.	意见不一致；相违；争论	4	3	2015/2021/2022	disagreements:2 disagreement:2
2628		disappointment	dɪsəˈpɔɪntmənt	n.	失望；沮丧	4	2	2010/2021	disappointment:4
2629		disapprove	.disә'pru:v	v.	不赞成；反对；认为不好	4	1	2017	disapproving:4
2630		discrimination	dɪskrɪmɪˈneɪʃ(ə)n	n.	歧视	4	2	2016/2021	discrimination:4
2631		dish	dɪʃ	n.	盘，碟；盘装菜；盘形物	4	3	2015/2020/2021	dishes:2 dish:2
2632		dominant	'dɒminәnt	adj.	首要的；占支配地位的；显著的	4	1	2018	dominant:4
2633		doorway	'dɒ:wei	n.	门口；途径	4	2	2011/2020	doorways:2 doorway:2
2634		downtown	ˈdaʊntaʊn	adv. n. adj.	往或在城市的商业区（或中心区、闹市区） n. 城市的商业区，中心区，闹市区 a.城市的商业区的，中心区的，闹市区的	4	2	2016/2019	downtown:4
2635		drama	'drɑ:mә	n.	戏；剧；戏剧艺术	4	1	2022	drama:4
2636		editor	ˈedɪtə(r)	n.	编辑	4	2	2020/2022	editor:4
2637		elder	ˈeldə(r)	n.	长者；前辈	4	2	2016/2017	elder:2 elders:2
2638		embarrassed	im'bærәst	adj.	难堪的；尴尬的	4	2	2017/2020	embarrassed:4
2639		emotion	i'mәuʃәn	n.	情感；情绪	4	1	2017	emotion:2 emotions:2
2640		ending	ˈendɪŋ	n.	结局；结尾，最后	4	2	2017/2022	ending:4
2641		endurance	in'djuәrәns	n.	忍耐力；耐久力	4	1	2016	endurance:4
2642		engage	in'geidʒ	vi./vt.	参加；参与（活动）； 吸引（注意力、兴趣）	4	1	2019	engage:2 engaged:1 engaging:1
2643		enjoyable	ɪnˈdʒɔɪəb(ə)l	adj.	愉快的；有趣的	4	2	2019/2022	enjoyable:4
2644		equip	ɪˈkwɪp	vt.	提供设备；装备；配备	4	2	2013/2018	equipped:4
2645		Ernest Shackleton			欧内斯特·沙克尔顿（英国探险家）	4	0		ernest shackleton:4
2646		error	ˈerə(r)	n.	错误；差错	4	2	2019/2022	error:4
2647		everyday	ˈevrɪbɔdɪ	adj.	每日的；日常的	4	2	2012/2020	everyday:4
2648		evil	'i:vl	n./adj.	罪恶，邪恶；不幸； 邪恶的；不幸的；有害的；讨厌的	4	2	2012/2019	evil:3 evils:1
2649		exotic	ig'zɒtik	adj.	异国情调的，外来的，奇异的	4	1	2013	exotic:4
2650		extension	ɪkˈstenʃ(ə)n	n.	扩大，延伸	4	1	2019	extension:4
2651		fairly	ˈfeəlɪ	adv.	公正地，正当地；相当（程度）地	4	3	2008/2011/2014	fairly:4
2652		federal	ˈfedər(ə)l	adj.	l a.中央的（政府）联邦的	4	1	2017	federal:4
2653		ferry	ˈferɪ	n.	渡船	4	1	2022	ferries:4
2654		fingerprint	'fiŋgәprint	n.	指纹，手印	4	1	2019	fingerprint:4
2655		fireworks	'faiәwә:ks	n.	焰火	4	1	2018	fireworks:4
2656		flour	ˈflaʊə(r)	n.	面粉，粉	4	2	2011/2018	flour:4
2657		flow	fləʊ	vi.	流动	4	2	2010/2016	flow:4
2658		forever	fəˈrevə(r)	adv.	永远；永恒的	4	2	2011/2018	forever:4
2659		fridge	frɪdʒ	n.	冰箱	4	2	2012/2016	fridge:3 fridges:1
2660		fundamental	fʌndəˈment(ə)l	adj.	十分重大的，根本的	4	2	2015/2018	fundamental:4
2661		German	ˈdʒɜːmən	adj. n.	德国的，德国人的，德语的 n. 德国人，德语	4	2	2010/2011	german:2 germans:2
2662		good-bye	ˌɡʊdˈbaɪ	int.	再见，再会	4	0		good-bye:4
2663		grocery	'grәusәri	n.	食品, 杂货	4	1	2012	grocery:3 groceries:1
2664		guilty	ˈɡɪltɪ	adj.	有罪,犯法的,做错事的	4	1	2013	guilty:4
2665		happiness	ˈhæpɪnɪs	n.	幸福，愉快	4	2	2010/2015	happiness:4
2666		hatch	hætʃ	v.	（鸟、鸡）孵蛋	4	0		hatching:2 hatch:1 hatched:1
2667		helmet	ˈhelmɪt	n.	头盔	4	1	2018	helmet:4
2668		hero	ˈhɪərəʊ	n.	英雄，勇士，男主角	4	2	2011/2013	heroes:4
2669		Higgins			希金斯 （姓）	4	1	2015	higgins:4
2670		hilly	ˈhɪlɪ	adj.	丘陵的； 多小山的	4	1	2018	hilly:2 hillier:2
2671		honest	ˈɔnɪst	adj.	诚实的，正直的	4	2	2016/2021	honest:4
2672		hopeful	ˈhəʊpfʊl	adj.	有希望的；有前途的	4	2	2018/2020	hopeful:4
2673		identification	aɪdentɪfɪˈkeɪʃ(ə)n	n.	鉴定，辨别	4	1	2016	identification:4
2674		illegally		adv.	非法地	4	1	2020	illegally:4
2675		import	ɪmˈpɔːt	v. n.	进口，输入	4	2	2015/2022	importing:2 import:2
2676		in a way			在某种程度上	4	0		in a way:4
2677		in case			na. 以防万一；作为准备；如果；免得〔用作连词〕	4	0		in case:4
2678		in danger			在危险中；垂危	4	0		in danger:4
2679		in debt			欠债	4	0		in debt:4
2680		in general			总的来说；通常	4	0		in general:4
2681		in good condition			状况很好；情况很好	4	0		in good condition:4
2682		in vain			白费力气；枉费心机	4	0		in vain:4
2683		information desk	ɪnfəˈmeɪʃ(ə)n desk	n.	问讯处	4	0		information desk:4
2684		ingredient	in'gri:diәnt	n.	（尤指烹饪）材料；成分	4	1	2014	ingredients:4
2685		interpersonal	.intә'pә:sәnәl	adj.	人际的，人与人之间的	4	1	2019	interpersonal:4
2686		invaluable	in'væljuәbl	adj.	无价的；极宝贵的	4	2	2018/2019	invaluable:4
2687		irrigation	ɪrɪˈɡeɪʃ(ə)n	n.	灌溉	4	1	2010	irrigation:4
2688		jet	dʒet	n.	喷气式飞机；喷射（器	4	1	2010	jet:4
2689		July	dʒʊˈlaɪ	n.	7月	4	2	2018/2020	july:4
2690		keeper	ˈkiːpə(r)	n.	（动物园中的）饲养员，看守人	4	2	2020/2022	keeper:4
2691		kick	kɪk	v. n.	踢	4	2	2016/2019	kicked:3 kick:1
2692		kindness	ˈkaɪndnɪs	n.	仁慈；善良	4	2	2014/2019	kindness:4
2693		Korea	kә'riә	n.	韩国；朝鲜	4	2	2016/2021	korea:4
2694		labour	ˈleɪbə(r)	n.	劳动【英】	4	1	2017	labour:4
2695		lately	ˈleɪtlɪ	adv.	最近，不久前	4	2	2010/2020	lately:4
2696		leisure	'li:ʒә	n.	闲暇；休闲；空闲	4	1	2010	leisure:4
2697		Leonardo da Vinci			莱昂纳多·达·芬奇（意大利艺术家、学者、发明家	4	0		leonardo da vinci:4
2698		liquid	ˈlɪkwɪd	n. adj.	液体；液体的	4	2	2015/2017	liquid:4
2699		litre	liːtə(r)	n.	升； 公升【英】	4	1	2022	litre:2 litres:2
2700		load	ləʊd	n.	担子，货物	4	2	2020/2021	load:2 loads:2
2701		loneliness	'lәunlinis	n.	孤单；寂寞	4	2	2010/2022	loneliness:4
2702		mad	mæd	adj.	发疯的；生气的	4	2	2010/2020	mad:4
2703		magical	'mædʒikәl	adj.	巫术的；魔术的；有魔力的	4	2	2011/2016	magical:4
2704		mainland	ˈmeɪnlənd	n.	大陆	4	2	2011/2022	mainland:4
2705		majority	məˈdʒɔrɪtɪ	n.	大多数 ；make (made,made	4	2	2011/2016	majority:4
2706		make a difference			na. 发生差别；使…有差别；(结果等)是重要的	4	0		make a difference:4
2707		mall	mɔ:l	n.	购物商场；林荫路；铁圈球场	4	1	2018	mall:4
2708		mall (also shopping mall)		n.	（also shopping mall） 购物商场；购物广场	4	0		mall:4
2709		mansion	'mænʃәn	n.	大厦；宅邸	4	1	2020	mansion:4
2710		massive	'mæsiv	adj.	巨大的；非常严重的	4	2	2020/2021	massive:4
2711		mathematics	ˌmæθəˈmætɪks	n.	数学	4	2	2013/2020	mathematics:4
2712		medium	ˈmiːdɪəm	n.	媒体,中间的,中等的；meet (met, met	4	1	2018	medium:4
2713		memorize	ˈmeməraɪz	v.	记忆	4	1	2019	memorizing:2 memorize:2
2714		minimum	ˈmɪnɪməm	adj.	最小的	4	2	2016/2018	minimum:4
2715		mood	mu:d	n.	情绪；心情；语气	4	2	2013/2019	moods:2 mood:2
2716		motivate	'mәutiveit	vt.	成为……的动机；激发；激励	4	1	2019	motivate:4
2717		mouse	maus	n.	鼠, 耗子; 鼠标	4	1	2022	mice:4
2718		moveable	'mu:vәbl	adj.	可移动的；活动的	4	1	2020	moveable:4
2719		northeast	ˌnɔːθˈiːst	n.	东北（部	4	2	2010/2015	northeast:4
2720		not to mention			na. …不用说	4	0		not to mention:4
2721		observation	.ɒbzә:'veiʃәn	n.	观察；观测	4	0		observation:3 observations:1
2722		occasion	ә'keiʒәn	n./vt.	时机，机会；场合；理由； 引起，惹起	4	3	2015/2017/2020	occasion:4
2723		on average			平均；平均起来；通常	4	0		on average:4
2724		operator	ˈɔpəreɪtə(r)	n.	接线员	4	2	2012/2022	operator:2 operators:2
2725		opposed	ә'pәuzd	adj.	反对的；对立的	4	2	2013/2017	opposed:4
2726		otherwise	ˈʌðəwaɪz	adv.	要不然,否则,另样	4	2	2018/2020	otherwise:4
2727		outbreak	'autbreik	n.	爆发；发作（尤指疾病或战争）	4	2	2016/2019	outbreak:4
2728		ownership	ˈəʊnəʃɪp	n.	所有制；ox (复oxen	4	2	2010/2022	ownership:4
2729		package	ˈpækɪdʒ	n.	（尤指包装好或密封的容器）一包，一袋，一盒	4	1	2008	package:3 packaged:1
2730		pancake	ˈpænkeɪk	n.	薄煎饼	4	1	2014	pancakes:4
2731		parking	ˈpɑːkɪŋ	n.	停车	4	2	2010/2016	parking:4
2732		parrot	ˈpærət	n.	鹦鹉	4	1	2022	parrot:2 parrots:2
2733		participate	pɑːˈtɪsɪpeɪt	v.	参加，参与	4	2	2016/2019	participate:4
2734		peaceful	ˈpiːsfʊl	adj.	和平的，安宁的	4	2	2018/2020	peaceful:4
2735		penguin	'pengwin	n.	企鹅	4	1	2022	penguins:4
2736		pepper	ˈpepə(r)	n.	胡椒粉	4	2	2013/2022	pepper:4
2737		perfume	ˈpɜːfjuːm	n.	香水	4	1	2017	perfumes:4
2738		personality	.pә:sә'næliti	n.	个性；品格；名人	4	2	2013/2015	personality:4
2739		piano	pɪˈænəʊ	n.	钢琴	4	1	2016	piano:4
2740		Pickering	'pikәriŋ		皮克林（姓）	4	1	2016	pickering:4
2741		plain	pleɪn	adj.	家常的； 普通的	4	2	2011/2019	plain:4
2742		poetry	'pәuitri	n.	诗；诗意，诗情；诗歌艺术	4	1	2020	poetry:4
2743		politics	ˈpɔlɪtɪks	n.	政治	4	1	2019	politics:4
2744		poverty	'pɒvәti	n.	贫穷；贫困	4	2	2014/2016	poverty:4
2745		prehistoric	'pri:his'tɔrik	adj.	史前的	4	2	2015/2022	prehistoric:4
2746		premier	ˈpremɪə(r); (US) priːˈmɪər	n.	首相，总理	4	2	2011/2022	premieres:2 premier:2
2747		presentation	prezənˈteɪʃ(ə)n; (US) priːzenˈteʃn	n.	演示，演出	4	2	2013/2018	presentation:4
2748		purple	ˈpɜːp(ə)l	n. adj.	/ a. 紫色	4	2	2012/2016	purple:4
2749		put forward			提出	4	0		put forward:4
2750		quarrel	ˈkwɔrəl; (US) ˈkwɔːrəl	vi.	争吵，吵架	4	2	2010/2020	quarrels:2 quarrel:2
2751		rainfall	ˈreɪnfɔːl	n.	一场雨； 降雨量	4	1	2010	rainfall:4
2752		random	ˈrændəm	adj.	随意,未经事先考虑的	4	2	2018/2022	random:4
2753		rate	reɪt	n. v.	/ v. 率，评估，评价	4	1	2019	rate:4
2754		refresh	rɪˈfreʃ	v.	使恢复精力，提醒	4	2	2019/2021	refreshing:2 refreshes:2
2755		refrigerator	rɪˈfrɪdʒəreɪtə(r)	n.	冰箱	4	2	2016/2017	refrigerator:4
2756		Reid	ri:d	n.	里德（等于Read，男子名）	4	1	2018	reid:4
2757		Renoir			雷诺阿（法国印象派画家）	4	1	2013	renoir:4
2758		rent	rent	n. v.	租金	4	3	2010/2017/2020	rent:4
2759		repairs	rɪˈpeə(r)	n.	修理工作	4	1	2011	repairs:4
2760		republic	rɪˈpʌblɪk	n.	共和国	4	2	2011/2018	republic:4
2761		reputation	repjʊˈteɪʃ(ə)n	n.	名声，名誉	4	2	2019/2020	reputation:4
