rank	no	word	ph	pos	def	freq	years	yearList	topForms
1444		hesitate		v.	犹豫, 踌躇, 不愿	13	5	2013/2016/2018/2020/2021	hesitated:6 hesitate:5 hesitating:2
1445		independence	ɪndɪˈpendəns	n.	独立	13	5	2011/2013/2014/2015/2017	independence:13
1446		injure	ˈɪndʒə(r)	vt.	损害，伤害	13	5	2010/2011/2016/2017/2019	injured:13
1447		injury	ˈɪndʒərɪ	n.	受伤处	13	4	2012/2015/2017/2020	injuries:11 injury:2
1448		insist	ɪnˈsɪst	vi.	坚持；坚决认为	13	4	2012/2013/2020/2022	insist:4 insisting:3 insisted:3 insists:3
1449		instruction	ɪnˈstrʌkʃ(ə)n	n.	说明,须知;教导	13	4	2014/2016/2017/2022	instructions:12 instruction:1
1450		Irish	ˈaɪərɪʃ	adj.	爱尔兰的，爱尔兰人的	13	2	2010/2011	irish:13
1451		joke	dʒəʊk	n.	笑话	13	3	2018/2019/2021	jokes:8 joke:3 joked:2
1452		lamp	læmp	n.	灯，油灯；光源	13	4	2012/2015/2020/2021	lamps:12 lamp:1
1453		lovely	ˈlʌvlɪ	adj.	美好的，可爱的	13	4	2017/2018/2020/2022	lovely:13
1454		lucky	ˈlʌkɪ	adj.	运气好，侥幸	13	5	2010/2011/2013/2017/2020	lucky:13
1455		medicine	ˈmeds(ə)n; (US) ˈmedɪsn	n.	药	13	3	2013/2015/2016	medicine:10 medicines:3
1456		mexican	ˈmeksɪkən	adj.	墨西哥的	13	5	2010/2012/2016/2018/2022	mexican:7 mexicans:6
1457		Monday	ˈmʌndeɪ	n.	星期一	13	4	2008/2017/2018/2020	monday:13
1458		nearby	ˈnɪəbaɪ	adj.	附近的	13	6	2008/2012/2015/2016/2018/2019	nearby:13
1459		oh	əʊ	int.	哦！啊！	13	6	2008/2012/2014/2016/2021/2022	oh:13
1460		oil	ɔɪl	n.	油	13	4	2011/2016/2018/2020	oil:13
1461		onto	ˈɔntʊ	prep.	到…的上面	13	5	2012/2019/2020/2021/2022	onto:13
1462		orange	ˈɔrɪndʒ; (US) ˈɔːr-	n. adj.	橘子，橙子，橘汁 a. 橘色的，橙色的	13	5	2013/2015/2018/2019/2020	orange:8 oranges:5
1463		overcome	əʊvəˈkʌm	v.	克服，解决	13	4	2010/2013/2015/2019	overcome:10 overcoming:3
1464		plate	pleɪt	n.	板；片；牌；盘子；盆子	13	4	2012/2015/2016/2022	plate:10 plates:3
1465		pour	pɔː(r)	vi.	倾泻，不断流出	13	7	2010/2015/2016/2017/2020/2021/2022	pour:4 pouring:4 poured:3 pours:2
1466		press	ˈprezɪdənt	vt. n.	压,按 n.新闻界,出版社	13	5	2010/2013/2019/2020/2021	pressed:6 press:5 presses:2
1467		pretty	ˈprɪtɪ	adj.	漂亮的，俊俏的	13	6	2008/2009/2011/2016/2019/2022	pretty:13
1468		pump	ˈpʌmp	vt.	用泵抽水	13	4	2009/2010/2011/2017	pump:7 pumped:3 pumping:3
1469		relief	rɪˈliːf	n.	轻松,解脱,缓和,救济	13	6	2009/2016/2017/2018/2019/2020	relief:13
1470		remote	rɪˈməʊt	adj.	偏远的，偏僻的	13	5	2011/2014/2019/2020/2022	remote:13
1471		requirement	rɪˈkwaɪəmənt	n.	需要； 要求； 必要的条件	13	6	2010/2013/2016/2017/2020/2022	requirements:8 requirement:5
1472		root	ruːt	n.	根，根源，起源	13	5	2008/2014/2015/2017/2020	roots:6 root:5 rooted:2
1473		seven	ˈsev(ə)n	num.	七	13	6	2010/2012/2016/2017/2019/2020	seven:13
1474		ship	ʃɪp	n. vi.	船，轮船 vi. 用船装运	13	5	2010/2014/2015/2016/2022	ship:8 shipped:3 ships:2
1475		shoulder	ˈʃəʊldə(r)	n.	肩膀,(道路的)路肩	13	6	2008/2011/2013/2014/2016/2019	shoulder:11 shoulders:2
1476		silent	ˈsaɪlənt	adj.	无声的，无对话的	13	5	2013/2014/2016/2018/2019	silent:13
1477		solar	ˈsəʊlə(r)	adj.	太阳的	13	3	2008/2009/2017	solar:13
1478		strict	strɪkt	adj.	严格的，严密的	13	6	2011/2013/2014/2016/2017/2021	strict:13
1479		sunlight	ˈsʌnlaɪt	n.	日光，阳光	13	3	2008/2013/2019	sunlight:13
1480		sweet	swiːt	n. adj.	甜食;蜜饯;甜点;糖果;芳香a.甜的;新鲜的;可爱的;亲切的；swell (swelled, swollen	13	4	2013/2015/2016/2018	sweet:9 sweets:2 sweeter:2
1481		terrible	ˈterɪb(ə)l	adj.	可怕的；糟糕的	13	6	2012/2013/2014/2015/2017/2020	terrible:13
1482		tough	tʌf	adj.	坚硬的；结实的；棘手的，难解的	13	5	2012/2013/2014/2016/2020	tough:8 tougher:3 toughest:2
1483		truck	trʌk	n. v.	卡车, 运货车；车皮 v. 装车；用货车运	13	6	2011/2012/2014/2015/2017/2021	truck:11 trucks:2
1484		truth	truːθ	n.	真理,事实,真相,实际	13	6	2009/2010/2011/2016/2020/2022	truth:13
1485		valuable	ˈvæljʊəb(ə)l	adj.	值钱的，贵重的	13	5	2008/2014/2016/2017/2020	valuable:13
1486		wander	ˈwɔndə(r)	vi.	漫游,游荡,漫步,流浪	13	3	2018/2020/2021	wander:8 wandering:4 wanders:1
1487		well-known	ˌwelˈnəʊn	adj.	出名的，众所周知的	13	0		well-known:13
1488		willing	ˈwɪlɪŋ	adj.	乐意的； 愿意的	13	5	2013/2014/2015/2016/2020	willing:13
1489		affect	əˈfekt	vt.	影响	12	7	2010/2011/2015/2016/2019/2020/2021	affect:6 affected:4 affects:2
1490		Africa	ˈæfrɪkə	n.	* n. 非洲	12	6	2012/2014/2018/2019/2020/2022	africa:12
1491		alarm	əˈlɑːm	n.	警报	12	4	2014/2015/2017/2018	alarm:12
1492		appetite	ˈæpɪtaɪt	n.	食欲，胃口	12	4	2012/2014/2015/2017	appetites:7 appetite:5
1493		arrange	əˈreɪndʒ	v.	安排，布置	12	3	2015/2016/2017	arranged:6 arrange:4 arranges:1 arranging:1
1494		assess	əˈses	v.	评价,评定（性质,质量	12	5	2015/2016/2019/2020/2021	assessed:6 assess:3 assessing:3
1495		astonish	əˈstɔnɪʃ	vt.	使惊讶	12	6	2010/2011/2013/2016/2018/2020	astonished:7 astonishing:5
1496		Australian	ɔˈstreɪlɪən	adj. n.	澳洲的，澳大利亚人的 n. 澳大利亚人	12	2	2016/2021	australian:8 australians:4
1497		basis	ˈbeɪsɪs	n.	原因，缘由，要素	12	6	2010/2014/2018/2019/2020/2022	basis:12
1498		below	bɪˈləʊ	prep.	在……下面	12	5	2009/2014/2016/2018/2019	below:12
1499		blame	bleɪm	n. v.	责备；责怪	12	5	2010/2016/2017/2020/2021	blame:10 blamed:1 blaming:1
1500		blow	bləʊ	n.	击；打击；blow (blew, blown	12	4	2010/2012/2016/2019	blowing:5 blows:3 blew:2 blow:1
1501		bread	bred	n.	面包	12	4	2010/2011/2014/2015	bread:12
1502		breath	breθ	n.	气息；呼吸	12	5	2008/2010/2015/2019/2022	breathing:6 breath:5 breathes:1
1503		brush	brʌʃ	v. n.	刷；擦 n. 刷子	12	3	2011/2014/2021	brushes:5 brushed:3 brush:3 brushing:1
1504		campaign	kæmˈpeɪn	n.	运动，战役；can (could) canˈt = can not modal	12	3	2011/2014/2019	campaign:8 campaigns:4
1505		cat	kæt	n.	猫 	12	3	2014/2016/2022	cat:11 cats:1
1506		claw	klɔː	n.	爪	12	1	2010	claws:10 claw:2
1507		crowd	kraʊd	n. vt.	人群 vt. 拥挤，群聚	12	6	2010/2014/2015/2016/2017/2019	crowds:10 crowd:2
1508		delay	dɪˈleɪ	v. n.	拖延，延误，延迟，延期；耽搁	12	3	2011/2013/2020	delayed:8 delay:4
1509		disappointed		adj.	失望的	12	5	2010/2015/2017/2018/2021	disappointed:12
1510		dozen	ˈdaʊnwəd	n.	十二个；几十，许多；Dr(缩) = Doctor	12	6	2010/2014/2015/2016/2018/2020	dozen:6 dozens:6
1511		entire	ɪnˈtaɪə(r)	adj.	整个的，全部的	12	5	2012/2013/2017/2020/2021	entire:12
1512		exam	ɪɡˈzæm	n.	考试，测试	12	3	2012/2013/2015	exams:9 exam:3
1513		failure	ˈfeɪljə(r)	n.	失败	12	4	2010/2012/2019/2020	failure:8 failures:4
1514		fee	fiː	n.	费，费用；feed (fed, fed	12	1	2015	fees:10 fee:2
1515		Greek	ɡriːk	adj. n.	/ n. 希腊的，希腊人的，希腊语的 ; 希腊人，希腊语	12	4	2011/2012/2020/2022	greeks:7 greek:5
1516		hair	heə(r)	n.	头发	12	3	2009/2010/2021	hair:12
1517		hang			处（人）绞刑; 上吊 (hung, hung) v.悬挂, 把…吊起	12	4	2010/2011/2013/2020	hung:4 hang:3 hangs:3 hanging:2
1518		harmful	ˈhɑːmfʊl	adj.	有害的；致伤的	12	4	2012/2015/2016/2020	harmful:12
1519		hate	heɪt	vt. n.	恨，讨厌；have (has, had, had	12	6	2009/2011/2013/2018/2020/2021	hate:12
1520		height	haɪt	n.	高，高度	12	4	2010/2011/2013/2014	height:8 heights:4
1521		helpful	ˈhelpfʊl	adj.	有帮助的，有益的	12	6	2009/2012/2015/2017/2021/2022	helpful:12
1522		herself	hɜːˈself	pron.	她自己	12	6	2012/2014/2016/2019/2020/2022	herself:12
1523		hunt	hʌnt	vt.	寻找；狩猎，猎取	12	4	2010/2016/2019/2020	hunting:5 hunted:4 hunt:3
1524		independent	ɪndɪˈpendənt	adj.	独立的,有主见的	12	7	2010/2011/2012/2016/2017/2018/2022	independent:12
1525		knee	niː	n.	膝盖	12	5	2013/2018/2020/2021/2022	knee:9 knees:3
1526		lab	læb	n.	= laboratory n. 实验室；labour (美labor	12	3	2017/2020/2022	lab:12
1527		mass	mæs	n.	众多;大量;（复）群众	12	5	2009/2014/2016/2019/2020	mass:9 masses:3
1528		memorial	mɪˈmɔːrɪəl	n.	纪念馆	12	3	2010/2016/2018	memorial:6 memorials:6
1529		mental	ˈment(ə)l	adj.	精神的；脑力的	12	6	2009/2010/2013/2016/2017/2020	mental:12
1530		merchant	ˈmɜːtʃənt	adj. n.	商业的；商人的 n. 商人；生意人	12	3	2010/2011/2017	merchants:6 merchant:6
1531		Ms				12	3	2010/2011/2016	ms:12
1532		nation	ˈneɪʃ(ə)n	n.	民族，国家	12	5	2008/2012/2014/2017/2022	nations:10 nation:2
1533		nobody	ˈnəʊbədɪ	n. pron.	渺小人物 pron. 没有人，谁也不	12	4	2011/2013/2016/2019	nobody:12
1534		October	ɔkˈtəʊbə(r)	n.	10月	12	3	2016/2017/2021	october:12
1535		pipe	paɪp	n.	管子，输送管	12	3	2009/2010/2016	pipes:7 pipe:5
1536		platform	ˈplætfɔːm	n.	讲台,(车站的)月台	12	3	2015/2020/2021	platform:6 platforms:6
1537		poem	ˈpəʊɪm	n.	诗	12	5	2008/2010/2012/2014/2020	poems:6 poem:6
1538		policy	ˈpɔlɪsɪ	n.	政策，方针，原则	12	4	2008/2013/2017/2022	policy:7 policies:5
1539		polite	pəˈlaɪt	adj.	有礼貌的,有教养的	12	4	2008/2010/2011/2020	polite:12
1540		possibility	pɔsɪˈbɪlɪtɪ	n.	可能，可能性	12	4	2010/2012/2016/2020	possibility:9 possibilities:3
1541		preview	ˈpriːvjuː	vt.	预习;试演;预展	12	2	2011/2019	previews:10 preview:2
1542		radio	reɪdɪəʊ	n.	无线电，收音机	12	4	2011/2015/2017/2020	radio:12
1543		recommend	rekəˈmend	v.	推荐	12	5	2009/2017/2019/2020/2022	recommend:7 recommended:4 recommending:1
1544		register	ˈredʒɪstə(r)	n. v.	登记簿，花名册，注册员 v. 登记，注册	12	4	2010/2016/2017/2020	register:6 registered:4 registers:2
1545		rose	rəʊz	n.	玫瑰花	12	5	2011/2016/2018/2019/2022	rose:12
1546		sad	sæd	adj.	（使人）悲伤的	12	4	2010/2013/2016/2017	sad:12
1547		sing		v.	唱, 唱歌	12	6	2010/2011/2012/2013/2017/2018	sing:6 singing:3 sings:2 sung:1
1548		straw	strɔː	n.	稻草	12	1	2021	straw:6 straws:6
1549		strengthen	ˈstreŋθ(ə)n	vt.	加强，增强	12	5	2013/2014/2016/2019/2022	strengthen:5 strengthened:4 strengthens:3
1550		suffer	ˈsʌfə(r)	vi.	受苦，遭受	12	6	2008/2010/2012/2016/2019/2022	suffered:6 suffer:4 suffers:2
1551		survival	səˈvaɪv(ə)l	n.	存活，幸存	12	6	2013/2015/2016/2017/2018/2020	survival:12
1552		survive	səˈvaɪv	v.	生存，存活，幸免于难	12	5	2010/2014/2015/2021/2022	survived:5 surviving:4 survive:3
1553		talent	ˈtælənt	n.	天才，天赋	12	4	2010/2013/2016/2019	talent:11 talents:1
1554		theory	θɪəˈretɪk(ə)l	n.	理论	12	4	2013/2018/2020/2022	theory:8 theories:4
1555		unwilling	ʌnˈwɪlɪŋ	adj.	不愿意的，勉强的	12	6	2013/2017/2018/2019/2020/2022	unwilling:12
1556		upset	ʌpˈset	adj.	心烦的，苦恼的	12	4	2012/2014/2020/2022	upset:6 upsets:4 upsetting:2
1557		Wednesday	ˈwenzdeɪ	n.	星期三	12	5	2008/2013/2016/2017/2019	wednesday:10 wednesdays:2
1558		worldwide	ˈwɜːldwaɪd	adj.	遍及全球的，世界范围的	12	7	2010/2011/2015/2017/2018/2019/2022	worldwide:12
1559		worst	wɜːst	adj.	(bad的最高级)最坏的	12	5	2010/2011/2013/2017/2018	worst:12
1560		abandon	əˈbændən	v.	抛弃，舍弃，放弃	11	6	2016/2017/2018/2020/2021/2022	abandoned:10 abandoning:1
1561		access	ˈækses	n. v.	/ v. 通道，入径，存取（计算机文件	11	7	2010/2013/2015/2016/2019/2020/2021	access:10 accessed:1
1562		address	əˈdres	n.	地址	11	5	2008/2011/2014/2017/2022	address:7 addresses:3 addressed:1
1563		agent	ˈeɪdʒənt	n.	代理人，经纪人	11	3	2014/2016/2017	agent:9 agents:2
1564		aid	eɪd	n.	援助；救护；辅助器具	11	5	2016/2018/2019/2021/2022	aid:11
1565		alive	əˈlaɪv	adj.	活着的，存在的	11	3	2010/2014/2018	alive:11
1566		amaze	əˈmeɪz	v.	惊奇，惊叹；震惊	11	5	2012/2014/2016/2018/2020	amazed:10 amaze:1
1567		amazing	əˈmeɪzɪŋ	adj.	惊奇,惊叹的;震惊的；ambassador (ambassadress	11	4	2015/2017/2019/2022	amazing:11
1568		anger	ˈæŋɡə(r)	n.	怒，愤怒	11	4	2015/2016/2018/2020	anger:11
1569		annual	ˈænjʊəl	adj.	每年的，年度的，一年一次的	11	5	2014/2017/2019/2021/2022	annual:11
1570		appearance	əˈpɪərəns	n.	出现，露面；容貌	11	3	2010/2020/2021	appearance:11
1571		Asian	ˈeɪʃ(ə)n	adj. n.	亚洲（人）的n. 亚洲人	11	4	2008/2010/2011/2016	asian:11
1572		assistant	əˈsɪst(ə)nt	n.	助手，助理	11	5	2008/2011/2014/2016/2020	assistant:11
1573		bathroom	ˈbɑːθruːm	n.	浴室，盥洗室	11	5	2008/2015/2017/2019/2020	bathroom:9 bathrooms:2
1574		belong	bɪˈlɔŋ	vi.	属，附属	11	4	2012/2016/2018/2021	belonging:8 belong:3
1575		boat	bəʊt	n.	小船，小舟	11	4	2009/2011/2020/2022	boat:6 boats:5
1576		brilliant	ˈbrɪlɪənt	adj.	巧妙的，使人印象深刻的，技艺高的；bring (brought, brought	11	5	2013/2016/2019/2020/2022	brilliant:11
1577		broken	ˈbrəʊkən	adj.	弄坏了的	11	3	2012/2015/2016	broken:11
1578		certainly	ˈsɜːtənlɪ	adv.	当然；一定，无疑	11	5	2008/2012/2015/2017/2021	certainly:11
1579		chat	tʃæt	n. vi.	n. & vi. 聊天，闲谈	11	4	2018/2019/2020/2022	chat:7 chatted:4
1580		chicken	ˈtʃɪkən	n.	鸡；鸡肉	11	3	2010/2011/2018	chicken:6 chickens:5
1581		classmate	ˈklɑːsmeɪt	n.	同班同学	11	6	2010/2013/2016/2017/2019/2021	classmates:11
1582		companion	kəmˈpænɪən	n.	同伴；同事	11	3	2010/2016/2022	companions:8 companion:3
1583		compete	kəmˈpiːt	vi.	比赛，竞赛	11	4	2011/2017/2019/2021	compete:7 competing:4
1584		concert	ˈkɔnsət	n.	音乐会；演奏会	11	4	2016/2017/2019/2022	concert:9 concerts:2
1585		crash	kræʃ	v. n.	/ n. 碰撞，撞击	11	4	2016/2017/2020/2021	crash:5 crashed:3 crashing:2 crashes:1
1586		crop	krɔp	n.	庄稼；收成	11	3	2011/2014/2018	crops:8 crop:2 cropping:1
1587		cycle	ˈsaɪk(ə)l	vi.	骑自行车	11	5	2008/2010/2015/2018/2022	cycle:7 cycling:4
1588		dangerous	ˈdeɪndʒərəs	adj.	危险的	11	5	2008/2010/2011/2019/2022	dangerous:11
1589		dare	deə(r)	v. aux.	.（后接不带to的不定式；主要用于疑问，否定或条件句）敢，敢于	11	4	2013/2014/2017/2019	daring:4 dare:3 dares:2 dared:2
1590		decorate	ˈdekəreɪt	vt.	装饰…，修饰…	11	3	2012/2017/2020	decorated:5 decorate:4 decorating:2
1591		deer	dɪə(r)	n.	鹿	11	2	2010/2017	deer:11
1592		delighted	diˈlaitid	adj.	高兴的，快乐的	11	5	2009/2015/2016/2020/2021	delighted:11
1593		destroy	dɪˈstrɔɪ	vt.	破坏，毁坏	11	4	2010/2011/2012/2020	destroying:5 destroyed:5 destroy:1
1594		eager	ˈiːɡə(r)	adj.	渴望的，热切的	11	4	2016/2017/2018/2021	eager:11
1595		ear	ɪə(r)	n.	耳朵.耳状物；听力，听觉	11	3	2013/2016/2022	ears:6 ear:5
1596		embarrass	ɪmˈbærəs	v.	使窘迫，尴尬	11	5	2011/2017/2018/2020/2022	embarrassing:7 embarrassed:4
1597		employ	ɪmˈplɔɪ	vt.	雇佣	11	5	2010/2011/2013/2015/2019	employed:10 employ:1
1598		enemy	ˈenɪmɪ	n.	敌人；敌军	11	5	2008/2010/2012/2015/2017	enemies:9 enemy:2
1599		explanation	ekspləˈneɪʃ(ə)n	n.	解释，说明	11	5	2008/2012/2016/2019/2020	explanation:8 explanations:3
1600		fellow	ˈfeləʊ	n.	同伴；伙伴	11	5	2010/2013/2015/2020/2022	fellow:9 fellows:2
1601		flood	flʌd	n. vt.	洪水 vt. 淹没，使泛滥	11	4	2010/2015/2016/2018	flooded:4 flood:3 floods:3 flooding:1
1602		football	ˈfʊtbɔːl	n.	（英式）足球；（美式）橄榄球	11	2	2016/2019	football:11
1603		highway	ˈhaɪweɪ	n.	公路,主要交通道路	11	2	2011/2020	highway:9 highways:2
1604		impression	ɪmˈpreʃ(ə)n	n.	印象，感觉	11	4	2013/2016/2018/2022	impression:7 impressions:4
1605		invent	ɪnˈvent	vt.	发明，创造	11	4	2008/2010/2011/2014	invented:10 invent:1
1606		invitation	ɪnvɪˈteɪʃ(ə)n	n.	邀请，请帖	11	5	2011/2012/2017/2021/2022	invitation:7 invitations:4
1607		nine	naɪn	num.	九	11	2	2011/2019	nine:11
1608		nod	nɔd	vi.	点头	11	4	2008/2013/2016/2021	nodded:5 nod:4 nods:2
1609		observe	əbˈzɜːv	v.	观察，监视，观测	11	5	2011/2016/2017/2018/2019	observed:5 observing:4 observe:2
1610		opposite	ˈɔpəzɪt	n. adj.	相反，对面 a. 相反的，对面的	11	3	2010/2013/2019	opposite:11
1611		outcome	ˈaʊtkʌm	n.	结果，效果	11	4	2015/2017/2019/2020	outcome:7 outcomes:4
1612		photographer	fəˈtɔɡrəfə(r)	n.	摄影师	11	3	2008/2016/2021	photographers:7 photographer:4
1613		preserve	prezənˈteɪʃ(ə)n; (US) priːzenˈteʃn	v.	保护，保留，保存	11	4	2017/2018/2020/2022	preserve:7 preserving:2 preserved:2
1614		rare	reə(r)	adj.	罕见的，稀有的	11	6	2013/2015/2017/2019/2021/2022	rare:11
1615		reporter	rɪˈpɔːtə(r)	n.	记者，新闻通讯员	11	5	2013/2016/2017/2019/2021	reporter:8 reporters:3
1616		ring		v.	（钟、铃等）响; 打电话 电话, 铃声; 环形物（如环、圈、戒指等）	11	5	2011/2014/2018/2021/2022	ring:6 ringing:3 rang:2
1617		sacrifice	ˈsækrɪfaɪs	vt.	牺牲	11	3	2015/2016/2017	sacrifice:8 sacrifices:2 sacrificed:1
1618		section	ˈsekʃ(ə)n	n.	段，部分，部门	11	5	2012/2016/2019/2021/2022	section:11
1619		shot	ʃɔt	n.	射击，开枪，开炮，射击声；子弹	11	5	2014/2015/2016/2019/2020	shot:8 shots:3
1620		skin	skɪn	n.	皮，皮肤；兽皮	11	3	2010/2018/2019	skin:11
1621		song	sʌn	n.	歌唱；歌曲	11	5	2011/2013/2016/2017/2021	songs:7 song:4
1622		telephone	ˈtelɪɡrɑːf; (US) -ɡræf	v. n.	打电话 n. 电话	11	6	2008/2009/2012/2013/2014/2016	telephone:11
1623		temporary	ˈtempərərɪ	adj.	短暂的，暂时的	11	4	2012/2013/2019/2020	temporary:11
1624		theme	θiːm	n.	主题	11	4	2012/2013/2015/2019	theme:11
1625		thin	θɪn	adj.	薄的；瘦的；稀的	11	3	2011/2016/2021	thin:11
1626		timetable	ˈtaɪmteɪb(ə)l	n.	（火车、公共汽车等）时间表；（学校）课表	11	4	2008/2015/2016/2020	timetable:11
1627		treasure	ˈtreʒə(r)	n.	金银财宝, 财富	11	5	2009/2014/2016/2017/2020	treasure:8 treasures:3
1628		twice	twaɪs	adv.	两次；两倍	11	5	2009/2011/2013/2016/2020	twice:11
1629		unable	juː ˈən	adj.	不能的，不能胜任的	11	5	2009/2018/2019/2020/2022	unable:11
1630		whenever	wenˈevə(r)	conj.	每当，无论何时	11	5	2011/2012/2015/2016/2022	whenever:11
1631		whom	huːm	pron.	(who的宾格	11	4	2014/2016/2019/2020	whom:11
1632		actual	ˈæktʃʊəl	adj.	实际的； 现实的	10	6	2013/2014/2017/2018/2019/2020	actual:10
1633		adopt	əˈdɔpt	v.	收养，领养	10	3	2013/2019/2020	adopting:4 adopt:3 adopted:3
1634		angry	ˈænɡrɪ	adj.	生气的，愤怒的	10	3	2011/2012/2014	angry:10
1635		apart	əˈpɑːt	adj.	, / a. 相隔，相距，除外	10	5	2010/2012/2013/2016/2018	apart:10
1636		athlete	ˈæθliːt	n.	运动员	10	2	2016/2020	athletes:7 athlete:3
1637		bean	biːn	n.	豆，豆科植物	10	2	2011/2013	beans:8 bean:2
1638		beehive	ˈbiːhaɪv	n.	蜂箱	10	2	2012/2014	beehives:7 beehive:3
1639		circle	ˈsɜːk(ə)l	n. vt.	/vt. 圆圈 将…圈起来	10	3	2010/2014/2019	circle:10
1640		cloud	ˈkləʊðɪŋ	n.	云；云状物；阴影	10	5	2008/2011/2016/2019/2020	cloud:5 clouds:5
1641		coin	kɔɪn	n.	硬币	10	3	2011/2015/2019	coin:10
1642		concept	ˈkɔnsept	n.	概念	10	4	2014/2016/2021/2022	concept:7 concepts:3
1643		confident	ˈkɔnfɪdənt	adj.	自信的	10	3	2016/2018/2019	confident:10
1644		constant	ˈkɔnstənt	adj.	经常的，不断的	10	4	2010/2017/2021/2022	constant:10
1645		contemporary	kənˈtempərərɪ; (US) kənˈtempərerɪ	adj.	属同时期的，同一时代的	10	4	2019/2020/2021/2022	contemporary:8 contemporaries:2
1646		countryside	ˈkʌntrɪsaɪd	n.	乡下，农村	10	5	2008/2011/2015/2018/2020	countryside:10
1647		cream	kriːm	n.	奶油，乳脂	10	3	2010/2017/2018	cream:10
1648		crew	kruː	n.	全体船员；criterion (pl. criteria	10	3	2013/2016/2022	crew:6 crews:4
1649		death	deθ	n.	死	10	4	2008/2010/2012/2018	death:9 deaths:1
1650		defeat	dɪˈfiːt	vt.	击败；战胜；defence (美defense	10	5	2011/2013/2015/2016/2018	defeated:7 defeat:2 defeats:1
1651		dine	daɪn	v.	吃饭；（指正式）进餐	10	3	2010/2020/2022	dining:8 dines:2
1652		discount	ˈdɪskaʊnt	n.	折扣	10	3	2016/2017/2022	discounts:6 discount:2 discounted:2
1653		evaluate	ɪˈvæljʊeɪt	v.	估值，评价，评估	10	5	2016/2017/2018/2019/2020	evaluate:8 evaluates:2
1654		float	fləʊt	vi.	漂浮，浮动	10	3	2008/2010/2020	floating:5 float:3 floated:2
1655		fuel	fjuːəl	n.	燃料	10	4	2015/2017/2019/2020	fuel:6 fueled:2 fueling:2
1656		golden	ˈɡəʊld(ə)n	adj.	金(黄)色的	10	3	2011/2012/2016	golden:10
1657		hurry	ˈhʌrɪ	vi.	赶快；急忙；hurt (hurt, hurt	10	4	2010/2013/2014/2020	hurry:7 hurried:3
1658		immediate	ɪˈmiːdɪət	adj.	立即的，马上	10	5	2012/2014/2016/2018/2019	immediate:10
1659		income	ˈɪnkʌm	n.	收入，所得	10	6	2008/2011/2013/2014/2017/2020	income:10
1660		institute	ˈɪnstɪtjuːt; (US) ˈɪnstətuːt	n.	(研究)所, 院，学院	10	4	2016/2017/2018/2020	institute:10
1661		interrupt	ɪntəˈrʌpt	v.	打扰，打断	10	4	2016/2017/2018/2021	interrupt:6 interrupted:4
1662		king	kɪŋ	n.	国王	10	5	2014/2015/2016/2018/2019	king:8 kings:2
1663		leaf		n.	（树, 菜）叶	10	3	2010/2016/2020	leaves:10
1664		length	leŋθ	n.	长，长度，段，节；less（little的比较级	10	3	2011/2012/2015	length:10
1665		lonely	ˈləʊnlɪ	adj.	孤独的，寂寞的	10	5	2010/2011/2014/2019/2020	lonely:10
1666		merely	ˈmɪəlɪ	adv.	仅仅，只不过	10	5	2010/2011/2013/2016/2020	merely:10
1667		metal	ˈmet(ə)l	n. adj.	金属 a. 金属制成的	10	6	2008/2010/2011/2012/2013/2016	metal:8 metals:2
1668		mix	mɪks	v.	混合，搅拌	10	3	2015/2019/2022	mixed:4 mix:3 mixing:2 mixes:1
1669		northern	ˈnɔːð(ə)n	adj.	北方的，北部的	10	6	2010/2011/2012/2014/2018/2020	northern:10
1670		nose	nəʊz	n.	鼻	10	3	2011/2021/2022	nose:8 noses:2
1671		ox		n.	牛; 公牛	10	1	2009	oxen:8 ox:2
1672		palace	ˈpælɪs	n.	宫，宫殿	10	1	2015	palace:10
1673		passport	ˈpɑːspɔːt; (US) ˈpæ-	n.	护照	10	3	2010/2014/2017	passport:8 passports:2
1674		patience	ˈpeɪʃns	n.	容忍；耐心	10	5	2012/2014/2015/2016/2021	patience:10
1675		planet	ˈplænɪt	n.	行星	10	4	2008/2019/2020/2021	planet:10
1676		port	pɔːt	n.	港口，码头	10	2	2018/2021	port:10
1677		praise	preɪz	n. vt.	n.& vt.赞扬，表扬	10	5	2010/2016/2019/2020/2021	praised:4 praise:4 praising:2
1678		proper	ˈprɔpə(r)	adj.	恰当的，合适的	10	6	2009/2011/2012/2014/2016/2020	proper:10
1679		queen	kwiːn	n.	皇后，女王	10	5	2011/2012/2015/2016/2019	queen:7 queens:3
1680		rat	ræt	n.	老鼠	10	3	2010/2019/2020	rates:10
1681		respond	rɪˈspekt	v.	回答,回应,作出反应	10	6	2009/2016/2017/2018/2019/2022	responded:7 respond:3
1682		rid	rɪd	vt.	使摆脱	10	5	2014/2015/2018/2019/2021	rid:8 rides:2
1683		senior	ˈsiːnɪə(r)	adj. n.	年长的,资深的,高年级的 n. 上级，长辈，高年级生	10	1	2014	senior:10
1684		shock	ʃɔk	vt.	使震惊	10	3	2011/2012/2018	shocked:6 shock:3 shocking:1
1685		sick	sɪk	adj.	有病,患病的,（想）呕吐	10	4	2010/2017/2018/2019	sick:10
1686		sofa	ˈsəʊfə	n. adj.	（长）沙发；soft sɔft; (US) sɔːft]；a. 软的，柔和的	10	2	2016/2018	sofa:8 sofas:2
1687		soup	suːp	n.	汤	10	3	2009/2013/2020	soup:10
